avgs_train,"[0.32270586, 1.131969, 1.23112, 1.2376256, 1.206116, 1.1400386, 1.1320606, 1.0523262, 1.0569501, 1.0673105, 1.05764]"
stds_train,"[0.20966464, 0.9175823, 0.9142997, 0.8668844, 0.82349515, 0.8231289, 0.7918245, 0.6825637, 0.5892953, 0.5727881, 0.59868145]"
avgs_val,"[0.34422594, 1.3573719, 1.569513, 1.5727556, 1.5205047, 1.4142693, 1.282769, 1.1845772, 1.1167164, 1.1311234, 1.1496468]"
stds_val,"[0.2272216, 1.0157574, 1.1045883, 1.0612947, 1.0180142, 0.9864665, 0.8434199, 0.7478101, 0.6019641, 0.61660916, 0.65417886]"
avgs_test,"[0.35871193, 1.2235173, 1.4453717, 1.4875567, 1.3152317, 1.253286, 1.2360731, 1.1609205, 1.1459224, 1.0748507, 1.1708494]"
stds_test,"[0.22346741, 0.7635548, 0.87436205, 0.9152573, 0.79268736, 0.8285663, 0.8598377, 0.7966689, 0.6484281, 0.55829626, 0.6967126]"
