-1.3666579 0.71263784 0.0 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.0 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.0 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.0 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.0 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.1 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.1 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.1 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.1 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.1 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.2 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.2 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.2 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.2 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.2 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.3 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.3 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.3 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.3 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.3 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.4 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.4 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.4 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.4 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.4 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.5 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.5 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.5 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.5 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.5 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.6 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.6 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.6 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.6 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.6 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.7 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.7 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.7 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.7 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.7 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.8 AAABABABBAABBBABAAAA
-1.5212427 0.870297 0.8 AAABABABBAABBBABAAAA
-0.7410033 0.8257969000000001 0.8 AAABABABBAABBBABAAAA
-1.544068 -0.10579753 0.8 AAABABABBAABBBABAAAA
-0.8677152 0.17297302 0.8 AAABABABBAABBBABAAAA
-1.3666579 0.71263784 0.9 AAABABABBAABBBABAAAA
